id,quote,character,train
26734,"Oh, there we go.",Michael,False
26735,"It’s just out there, you…",Pam,False
26736,"Let’s go, come on. God!",Michael,False
26737,"Ha ha. That’d be great. Kind of like ditching school, except instead of getting suspended, you get… What do you get? Oh my god! Why didn’t I think of this? Andy’s not here. Oh, hey, Erin, um, I’m expecting a shipment of pens. Can you cover that?",Pam,False
26738,You do not have what it takes to be a regional manager.,Michael,False
26739,"I don’t know what to do! Do I go tell Jo, or – I don’t want everyone to keep blaming the wrong person!",Pam,False
26740,Movie Monday! The only cure I know for the Monday blues is… Varsity Blues!,Michael,False
26741,"That’s the thing. See, I didn’t want to get in the middle of this. Still don’t. But here’s something: I feel that maybe, if we take a step back, this is a simple case of anxiety to work with a spouse.",Jim,False
26742,You bought me a house!,Pam,False
26743,What port? The Jan port. The Holly Por…,Dwight,False
26744,You could start by concluding this meeting.,Pam,False
26745,"It’s not— It’s not about me. I mean, this your dream.",Jim,False
26746,"Okay, so close call at second. Was there an infield fly?",Jim,False
26747,"Well, then I guess that makes you about the worst grief counselor in the world, doesn’t it?",Michael,False
26748,"You’re a lion. Wow, I want to hear your, your… Oh! Oh, okay, that’s all yours. That’s all yours. Grab it, grab it. You know what? You guys are getting all of these.",Michael,False
26749,"The big, free mirrors that the city puts up, on trees and telephone poles? The big round things.",Michael,False
26750,Um…,Pam,False
26751,I’m really sorry. Pam must have put those out.,Jim,False
26752,"You didn’t get the joke. So, that’s cool. That’s, you know what? Actually… I have a bunch of these, good ones, that I didn’t use. Um… Oh, where’s that? Oh, Okay, here’s a good one. Um…”Hey Meredith, Liz Taylor called, she wants her age back and her divorces back.” ‘Cause Meredith’s been divorced like, twice. Is that right?",Michael,False
26753,I learned that she broke her left leg twice in one year. I learned that she’s allergic to sesame seeds. I learned that she has read “Lonesome Dove” three times.,Michael,False
26754,"Wow, really?",Michael,False
26755,"Well, there’s a $20 limit, right? So .. ?",Jim,False
26756,"Uhh, a little bit. It’s a lot of pressure, you know, but that’s what I signed up for right?",Jim,False
26757,Ok… alright… here we go. There. Oooookay.,Michael,False
26758,Like park on it. Or dig up a body… Toby? Anything you want to tell us?,Michael,False
26759,Yeah! Gainer! Woohoo!,Michael,False
26760,Problem. Good.,Michael,False
26761,"Not at work, I’ll try it on—",Pam,False
26762,This is not just another party. This is a leadership training exercise. Right? I’m going to combine elements of fun and motivation and education into a single mind-blowing experience.,Michael,False
26763,"What? No! Wait, no. Definitely not cancer.",Pam,False
26764,"Oh, that hurts.",Michael,False
26765,"These are the Closing Ceremonies. Step up. You’re on the top one. Congratulations to Michael, because he closed on his condo. So, gold medal.",Jim,False
26766,"OK, well, if you’ve never been sick, then you don’t have any antibodies.",Jim,False
26767,Sometimes there’s a lot of time between the calls.,Pam,False
26768,"Wait, officers, are you sure you don’t want to interrogate him?",Dwight,False
26769,"All right, just…",Michael,False
26770,"Well sometimes my stomach hurts when you come into my office, so it’s probably psychological.",Michael,False
26771,You okay?,Jim,False
26772,"Well, I’m sorry to inconvenience you, Meredith. But that is what you do when things die. You honor them. Toby killed this bird. And now we are going to honor it.",Michael,False
26773,I can’t. I… I suppose I coul… no. They never really made me an offer anyway.,Dwight,False
26774,Can I get a drink?,Pam,False
26775,"Oh, you don’t want to know.",Jim,False
26776,"Michael, don’t.",Jim,False
26777,Oh right. What am I saying? Rain Check.,Michael,False
26778,This one taken? No. Good.,Jim,False
26779,Many of your blouses are Claiborne’s.,Dwight,False
26780,What is it?,Michael,False
26781,You said that?,Dwight,False
26782,OK.,Pam,False
26783,"I’m a three hole punch version of Jim. ‘Cause you can have me either way. Plain White Jim, or Three-hole Punch.",Jim,False
26784,"Billy, your nurse is hot.",Michael,False
26785,Okay. Fine. No more PDA.,Michael,False
26786,"Well, Toby, I went all-in on the first hand, so doesn’t that tell you that I might have good cards, too? So don’t be stupid. Just take it back.",Michael,False
26787,"Hey, okay.",Michael,False
26788,"Oh no, that would be great.",Jim,False
26789,"When a child gets behind the wheel of a car and runs into a tree, You don’t blame the child. He didn’t know any better. You blame the 30-year-old woman who got in the passenger seat and said, “Drive, kid. I trust you.”",Pam,False
26790,"Oh, I just mean if you, if you didn’t lock the door, then we could be upstairs where it’s warmer.",Jim,False
26791,Yep. Don’t mess with Colorado.,Michael,False
26792,I know just he place.,Michael,False
26793,You don’t think you should sit in the back with Dwight?,Jim,False
26794,"No, really, it’s okay. I know that Jim had, like a crush on me when he first started. But that was a long time ago, so.",Pam,False
26795,Tell me one thing about you I don’t know.,Pam,False
26796,Go on.,Dwight,False
26797,"The Shrutes have their own traditions. We usually marry standing in our own graves. Makes the funerals very romantic, but the weddings are a bleak affair.",Dwight,False
26798,It’s okay.,Michael,False
26799,Then I will.,Dwight,False
26800,Michael! What’s going on?,Pam,False
26801,"Okay, crazy. I think I have some better things to do with my day than worry about you, like sell printers.",Jim,False
26802,Whatever you say babe.,Michael,False
26803,"OK, we… all right. People, hold on, hold on. Just a second. OK, I think we’re losing sight of what is really important here. And that is that we are… a group of people… who work together. I was… I really wasn’t gonna flaunt this. I have made a very sizable donation to Oscar’s nephew’s… walkathon. $25.",Michael,False
26804,"Don’t – don’t do that. That’s not nice. What about you, Phyllis? You and Dwight were close.",Michael,False
26805,What belt are they?,Dwight,False
26806,"Oh, slow! Oh, ho, ho, ho. You guys are going so slow…",Michael,False
26807,"No. Or a woman. A human life. If you had to guess, who it would be based on their job performance… and who you think deserved to be fired – who would that be?",Michael,False
26808,"All right, next suggestion.",Michael,False
26809,All right.,Jim,False
26810,That’s true.,Pam,False
26811,No.,Jim,False
26812,"Honey, no.",Pam,False
26813,"No, that’s not how it works. You have to point to a specific part of the body.",Dwight,False
26814,That is true.,Dwight,False
26815,"Right to voicemail. Hey, Ryan, it’s Jim. You know what? Totally disregard that last voicemail, because you obviously have your hands tied. Good luck!",Jim,False
26816,I don’t want a purse. Purses are for girls.,Dwight,False
26817,Great. I will literally be standing right here if you need anything at all.,Dwight,False
26818,"Come on, man.",Jim,False
26819,Creed! Come on. Stanley!,Dwight,False
26820,Mm-do… Dwight would not-,Michael,False
26821,"Oh, my God. Twins. I’m sorry. You understand. Nice to meet you.",Michael,False
26822,Yes. “Which can contribute to heart disease.” Heart disease kills more people that balers.,Michael,False
26823,I don’t really have any control over that Stanley.,Pam,False
26824,Let’s keep this rollin’… Ryan?,Michael,False
26825,"I did it. I learned everything about this machine. I know all the buttons, even the inside ones. I know all the error messages. I could do a bound book, in plastic with offset colors. Which feels…",Pam,False
26826,That is our building… and we sell paper. … I am really proud of you.,Michael,False
26827,You like it?,Jim,False
26828,"Okay geniuses, how would you do it?",Michael,False
26829,"Andy still doesn’t know that Angela’s having an affair with Dwight. And it’s been seventeen days. I mean, eventually he’ll figure it out, when their kids have giant heads and beet-stained teeth. But right now it’s just… awkward.",Jim,False
26830,"No, King is higher. Then Ace. I am the Ace bee.",Michael,False
26831,I’m looking for the toy drive box.,Michael,False
26832,Gettysburg? Hmm. Could be interesting. Second-most northern battle in the Civil War.,Dwight,False
26833,Today’s a ‘women in the workplace’ thing. Jan’s coming in from Corporate to talk to all the women about… um… I don’t really know what. But Michael’s not allowed in. She said that about five times.,Pam,False
26834,"So the deal was, Dwight doesn’t blow anything up, and I wear a costume. And a moustache.",Jim,False
26835,"Yes. Never found that bottom, did we?",Pam,False
26836,Fail!,Dwight,False
26837,"Yeah, Andy.",Dwight,False
26838,As I was saying it.,Michael,False
26839,Remember how you said that you were looking in the office to do calisthenics and aerobics?,Dwight,False
26840,Yep.,Pam,False
26841,"I know, I know, I know. It went by too soon.",Michael,False
26842,That would have been really embarrassing.,Dwight,False
26843,Well some of us are trying to have a…,Michael,False
26844,Michael?,Dwight,False
26845,But she’s had a bad influence. She’s like an addict. And I just had to get her clean.,Pam,False
26846,"Uh, MISSterious. And it is mysterious because the buttons are on the wrong side… that’s the mystery.",Michael,False
26847,"I am very happy right now. Thrilled perhaps, to be part of the office, to be part of the conversation. When you have somebody’s attenton, and their eyes are lighting up because they are very interested in what you have to say, that is a great feeling, and I experienced that firsthand today. It is wonderful to be the center of attention.",Michael,False
26848,No.,Pam,False
26849,Ok.,Pam,False
26850,I didn’t see where it started but I saw where it ended.,Pam,False
26851,"What’d you do, Prison Mike?",Jim,False
26852,No way.,Jim,False
26853,So let’s have it at the hospital.,Jim,False
26854,"Ok, I will see you very soon, alright?",Dwight,False
26855,"Dwight is… Dwight looks like Spock to me. He always wears the ears, and I always give him grief about looking like Spock, and he hates it because he has a different pair of ears that he wears to be Spock, for some reason.",Michael,False
26856,So I’m not in trouble?,Michael,False
26857,Yeah. And he has saggy boobs.,Pam,False
26858,I don’t know about that.,Michael,False
26859,Hm?,Michael,False
26860,"Michael. Michael ,it’s okay.",Pam,False
26861,"Yeah, what do you think that’s about?",Jim,False
26862,I don’t know who he is.,Pam,False
26863,Why would we do that?,Michael,False
