id,parent,reply,character
18813,Oooh!,"That’s great. There’s a big, big future in that.",Dwight
18814,"Oh, actually no I don’t Michael.","I just want you know, you’ve been a big disappointment to me today, okay.",Michael
18815,Extreme! Parkour!,"This… is Parkour. Internet sensation of 2004. And it was in one of the Bond films. It’s pretty impressive. The goal is to get from point A to point B as creatively as possible, so technically they are doing Parkour, as long as point A is delusion and point B is the hospital.",Jim
18816,Then I’ll grind up the jumbo chalk and blow it in his eyes.,"Dwight, nothing with the eyes, please?",Jim
18817,That’s it? That’s all I get? Even after all the hard work I put into celebrating your talent today?,"All right, what’d you do?",Pam
18818,How are you?,Did somebody order a hooker over here?,Michael
18819,Yeah that’s better.,We’re party girls.,Michael
18820,I’m good.,You want one of your own? I can hook you up.,Michael
18821,Uh… try “password”.,Nope.,Jim
18822,"Pam, Michael Scott. How’s tricks?",Where are you?,Pam
18823,Yeah!,Is someone there? I can’t see you because I’m blind.,Michael
18824,Well it is tempting but I am 100% leaning towards something else.,Thanks Jim.,Michael
18825,We’re friends. We’ll always be friends.,Right.,Jim
18826,Side note. I’d just like to say I’m thrilled to be working directly beneath you.,Thank you.,Jim
18827,Is it nice outside?,It’s gorgeous. Let’s go!,Dwight
18828,Is he the hot one or the giant baby?,"The giant baby. Wow, I am so sorry, I had no idea this party would be so lame.",Michael
18829,"NO, NO I’m not, I’m not, I just… I just don’t know what to do anymore, Michael. I mean, we’re all gonna get fired.",No you’re not.,Michael
18830,"No, that’s ok. Just, I want, I wanted to ask you about…",Is this about the profits? Because if it is I just don’t see the point. It’s so Wall Street.,Dwight
18831,"Yeah, yeah. No, totally. That’s good. So, should we just get a bottle of wine later and celebrate?",That sounds nice.,Pam
18832,I think I need to go home to Colorado. My dad isn’t doing so well.,Oh ok. For how long?,Michael
18833,You have to interview me…,I just did. The answer to that one question told me everything I need to know.,Jim
18834,"Hey, here’s your schedule for next week. Are you okay?","Yeah I’m fine. Look, about you and Jim.",Michael
18835,Michael Scott here.,I’m gonna kill you. I’m going to kill you for firing me.,Michael
18836,Don’t be pushy Jim. It’s tacky.,"All right. Phyllis! Phyllis, that’s– that’s decorative.",Jim
18837,I am-,Shut up!,Michael
18838,"So, that’s it, guys? If you want, I can put on the strobe.",Yeah!,Dwight
18839,"Because, she didn’t send it to you!","I know, I know. You’re right, you’re right.",Michael
18840,It’s for you. From them.,Oh.,Dwight
18841,"Wow! Congratulations, that’s a really big step.","She’s got a ton of great qualities. She’s young, she’s beautiful, genes so pure you could lick them. Her family admires me, my family tolerates hers. A lot of them are the same people because we’re third cousins, which is great for bloodlines and isn’t technically incest.",Dwight
18842,"Okay, bye. Okay, bye. I’ll miss you.",Miss you. Okay. I’ll be in my office if you need me.,Michael
18843,"Cat Heaven is a beautiful place, but you don’t get there if you’re euthanized.","I know a great taxidermist. I’ll pay to have her stuffed. Well he’s not great, but he’s pretty good.",Dwight
18844,"Oh, speak of the devil. We were just talking about you. Have a seat!",Okay.,Michael
18845,What the hell is this all about? You’re flipping my car for profit.,It’s my car now.,Dwight
18846,"Greg, hello, it’s Dwight from the vestibule. You want to know my eleventh commandment? I will not be undersold.","Hey, Dwight. Dwight, hey.",Michael
18847,Just the two of us.,"Well, Hayworth’s is more business casual, and they always screw up your order. So I’m…",Michael
18848,"No, I feel it’s my responsibility as your boss slash friend.","No, really, it’s okay. I know that Jim had, like a crush on me when he first started. But that was a long time ago, so.",Pam
18849,Wow. Is that for the office?,"Oh, I know what you’re thinking. You’re not prying this out of my hands, but don’t tempt me because I’ll give it to you!",Michael
18850,"Michael, have you ever been tested for STDs?",Yeah! My last physical when I was forty.,Michael
18851,You can take my van!,"Oh, ok, that’s, great. No, I can’t drive. Jim why don’t you drive.",Michael
18852,"Uh, well you should of thought of before you crashed your head on your way to pick me up. We’ll, see you when you get out.",Oh.,Dwight
18853,That is worse.,She probably scrubbed it,Dwight
18854,Hey! Good movie.,"Mmmm, good? Everybody out there says it’s great!",Michael
18855,This friend of mine – let’s call her Noelle – she missed this deadline turning something in to Corporate in New York. But then this gallant gentleman – we’ll call him Kurt – he drove all the way to New York and handed it in for her. That’s… I don’t know. I guess he really just likes her a lot.,That’s great.,Pam
18856,Well…,Must be hackers.,Michael
18857,"Oh, really good.",I just wanted to say hi.,Jim
18858,I love that. I love that face.,Good. He loves it. Good. Jump. Jump up and down.,Dwight
18859,I’ve always wondered what it might be like to be an accountant.,Really?,Michael
18860,What are you wearing?,"What? It’s a casual, social outfit.",Dwight
18861,"Listen, you’re the one who decided to leave. Come on, he’s the new boss, you know we have to do this.","Well, who needs him. Guess it’s just you and me, Dwight.",Michael
18862,I had two bears sewn together to make this king-size. Total waste of two bears.,To both these bears.,Jim
18863,Okay.,"No, you know what? You do it.",Dwight
18864,Like an AIDS test?,No! God.,Michael
18865,I don’t know.,"When I hear myself say it, it sounds ridiculous. But I’ve never said it out loud, so…",Michael
18866,Any luck?,No. He just keeps letting all the calls go to voicemail.,Pam
18867,She’s beautiful.,"Yeah. Yeah, and you can’t see her whole body. Down here, she’s got a boob job. Just… she was just crazy smart and really manipulative and I don’t know.",Michael
18868,"I’m gonna kill him. No, I’m not. I feel… I… no, I’m not going to kill him.",You just have to go in there. You have to hear it from her.,Pam
18869,Hey.,Oh.,Pam
18870,"Yes, yes. Assistant to the regional manager.",Same thing.,Dwight
18871,You just put it back in your pocket.,"Yeah, but I destroyed it, it’s not even useable anymore.",Michael
18872,"Yes, yes.",God!,Dwight
18873,Hey Jim.,Yeah.,Jim
18874,"I, I didn’t know. I didn’t do that!",Mmhmm.,Michael
18875,What’s that?,Why do you doubt that she’s single?,Pam
18876,Nothing… nothing at all… it’s all good!,I’m not apologizing to anyone. Michael owes me an apology.,Pam
18877,What?,Not my style.,Dwight
18878,"No, for one thing, he’s not gay. And if somebody were to be bait it would be Jim. Or Ryan. Or me.",Men find me desirable.,Dwight
18879,What are you thinking?,Who stands to benefit from our downfall?,Dwight
18880,"Tom Witochkin. One of my best buddies, actually.","And when they were both in the third grade, Jim was placed in the top reading group.",Pam
18881,"News flash – If you didn’t carry it around for nine months, it isn’t your kid.","Exactly. Unless you adopted, of course.",Pam
18882,"No. In fact, I’ll give you a billion Stanley Nickels if you never talk to me again.",What’s the ratio of Stanley Nickels to Schrute Bucks?,Dwight
18883,Michael? This is the press release I was telling you about. Ryan wants you to share it with everyone.,"Oh, does he?",Michael
18884,"Jim, what?","Uh, so, Cece had a little bit of a fever. And your mom also locked her in the car.",Jim
18885,Bye.,"Okay, bye. Bye. All right, bye. Bye… bye.",Michael
18886,What?,"What do you mean, “what”?",Michael
18887,You were super mean.,It was insensitive and I am sorry.,Michael
18888,Well… I guess we papered over that pretty nicely. It always amuses me when corporate thinks they can make some big change with a twenty minute meeting in some fancy high-rise. What’s the matter? You hungry?,"No, Dwight. I am worried. A man’s life is in my hands.",Michael
18889,"Hey Dwight, you’re a great salesman. Can you teach me? Sure, Ryan. I’ll make you the ole commodor. I’ll abandon you in a beet field. Huh. That sounds great, Dwight, I’ll really appreciate that. Thank you so much for your mentorship.",Congratulations resourceful salesman. You have passed the second challenge. Welcome to Schrute Farm.,Dwight
18890,That’s impossible.,Beat it!,Michael
18891,Walk around apple orchards.,Oh!,Michael
18892,"Hey, Big Tuna! You’re single right?","Uh-huh, yeah. I am.",Jim
18893,"Some eggs can rely dormant in a woman for years, they may not even know they have it.","You know what, I feel like one of those old timey sailors. With the eye patch. It’s me own damn fault. Woman in every port.",Michael
18894,Calculating. Calculating. Pacific!,"Pacific Ocean. Pretty cool, huh?",Michael
18895,"Oh, shoot.",What?,Jim
18896,We decided to have a Valentine’s day lunch and then that way we can spend the entire night with Cece and avoid the Valentine’s day dinner thing. It’s a whole thing.,"Yeah, lunch was wonderful!",Pam
18897,But it’s not for–,Let it go.,Pam
18898,“They kiss. It is super emotional. Like in Toy Story.”,"Wow. I tell you what, it’s really strong. I can’t wait to read the rest of it later and see how it ends.",Jim
18899,Oh.,What is that in your ear? A tiny beet seed. You need to clean your ears better.,Dwight
18900,What is love?,"Yes, yes! Okay!",Michael
18901,Ten…,"Yeah, I’m betting one more.",Michael
18902,"Hey, um… did you hear about your friends in Pennsylvania? Rumor has it that the Scranton Branch is…",Really? Wow… that’s bad.,Jim
18903,"Yeah, I distribute so I get all the memos.","Cool. Cool, I just wanted to make sure you got it.",Michael
18904,But there is a reason why I’m here!,Yes! You went over my head to Wallace!,Michael
18905,"Yeah, um, but now apparently Darryl has some issue with his…","No, he has been wanting a raise for a couple of months and he’s just using this Roy thing as leverage.",Michael
18906,"Okay, go Yankees! I’m a war hero!","You’re doin’ great, buddy!",Jim
18907,Maybe one day.,I hope so.,Pam
18908,"No, it’s 4:35.","4:35. Alright, almost made it. Almost made it. Too bad you didn’t have sex like seven and a half hours later. But you had to have the afternoon delight. I understand. Sometimes you have to go for it. Let’s go to the hospital, shall we?",Michael
18909,Black tie optional.,Every day is black tie optional!,Dwight
18910,"What if Meredith was taking her smoking break below that window? You know what would have happened? The shards of glass would have shaved her face right off. And, yes, it might have been funny. But it also would have been incredibly tragic.",I could not agree more. And just want to state for the record that I am intending to sue Jim for acute psychological distress.,Dwight
